,Peleador_A,Peleador_B,DATE,CATEGORY,WINNER,METHOD,TIME,ROUND,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,TOTAL_STR_A_x,TOTAL_STR_A_y,TOTAL_STR_B_x,TOTAL_STR_B_y,TD_A_x,TD_A_y,TD_B_x,TD_B_y,STR_HEAD_A_x,STR_HEAD_A_y,STR_HEAD_B_x,STR_HEAD_B_y,STR_BODY_A_x,STR_BODY_A_y,STR_BODY_B_x,STR_BODY_B_y,STR_LEG_A_x,STR_LEG_A_y,STR_LEG_B_x,STR_LEG_B_y,STR_DISTANCE_A_x,STR_DISTANCE_A_y,STR_DISTANCE_B_x,STR_DISTANCE_B_y,STR_CLINCH_A_x,STR_CLINCH_A_y,STR_CLINCH_B_x,STR_CLINCH_B_y,STR_GROUND_A_x,STR_GROUND_A_y,STR_GROUND_B_x,STR_GROUND_B_y,KD_DIFF,SIG_STR_DIFF,TD_DIFF,SUB_ATT_DIFF,REV_DIFF,CTRL_DIFF,STRIKER_A,STRIKER_B,GRAPPLER_A,GRAPPLER_B,TITLE_FIGHT,WOMEN,Loss_A,Win_A,Draw_A,Loss_B,Win_B,Draw_B,Peleas_A,Peleas_B,Puntos_A,Puntos_B,Racha_A,Racha_B,Victorias_KO_A,Victorias_KO_B,Victorias_Sub_A,Victorias_Sub_B,Victorias_Decision_A,Victorias_Decision_B,Derrotas_KO_A,Derrotas_KO_B,Derrotas_Sub_A,Derrotas_Sub_B,Derrotas_Decision_A,Derrotas_Decision_B
3227,Alan Jouban,Albert Tumenov,2015-10-03,WELTERWEIGHT,True,KO/TKO,175,1,0,1,0.5,0.46,0.0,0.0,0,0,0,0,0,2,17,34,19,41,0,0,0,1,12,27,16,36,4,5,3,4,1,2,0,1,16,33,18,40,1,1,1,1,0,0,0,0,-1,0.03999999999999998,0.0,0,0,-2,34.0,20.5,0.0,0.023809523809523808,False,False,12.0,3.0,0.0,15.0,2.0,0.0,4,4,9.267894625203752,17.924917139256575,2,3,2,3,0,0,1,1,1,0,0,0,1,1
3226,Joseph Benavidez,Ali Bagautinov,2015-10-03,FLYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.32,0.25,0.0,0.0,0,0,0,0,0,19,48,146,31,121,0,1,0,5,32,111,22,103,10,26,5,12,6,9,4,6,44,139,30,117,4,7,1,4,0,0,0,0,0,0.07,0.0,0,0,-19,73.0,20.166666666666668,0.006802721088435374,0.040983606557377046,False,False,22.0,4.0,0.0,13.0,3.0,0.0,11,4,37.85833633824307,10.442033111181193,3,0,3,1,1,0,6,2,1,0,0,0,1,2
3224,Ryan Bader,Rashad Evans,2015-10-03,LIGHTHEAVYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.39,0.22,0.16,0.0,0,0,0,0,64,56,55,136,27,113,1,6,0,3,45,120,17,96,6,10,6,13,1,3,2,2,49,130,23,107,3,3,2,4,0,0,0,0,0,0.17,0.14285714285714285,0,0,8,19.428571428571427,28.25,0.043795620437956206,0.02631578947368421,False,False,19.0,4.0,0.0,24.0,3.0,1.0,16,18,23.84122371495527,26.710019130674294,4,2,3,6,1,0,9,8,2,1,2,0,0,4
3223,Yair Rodriguez,Dan Hooker,2015-10-03,FEATHERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.5,0.24,0.22,0.33,0,0,0,0,30,361,67,123,85,162,2,9,1,3,27,72,14,62,15,19,5,8,10,13,0,9,38,80,9,56,6,14,6,15,8,10,4,8,0,0.26,-0.04999999999999999,0,0,-331,12.3,40.5,0.07258064516129033,0.018404907975460124,False,False,8.0,0.0,0.0,12.0,5.0,0.0,2,3,7.2746714212409636,2.116038435658593,2,1,0,2,0,0,3,0,0,0,0,0,0,2
3228,Jessica Eye,Julianna Pena,2015-10-03,BANTAMWEIGHT,True,Decision - Unanimous,300,3,0,0,0.55,0.5,1.0,0.5,1,3,0,0,344,438,77,104,100,139,1,1,3,6,17,35,22,52,9,14,9,12,4,5,3,4,17,34,13,41,9,16,8,12,4,4,13,15,0,0.050000000000000044,0.07142857142857145,-2,0,-94,52.0,19.857142857142858,0.009523809523809525,0.04285714285714286,False,True,11.0,3.0,0.0,,,,4,2,0.0,14.922763084687944,0,2,1,2,0,0,0,1,0,0,0,0,3,0
3225,Shawn Jordan,Ruslan Magomedov,2015-10-03,HEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.35,0.61,0.11,0.0,0,0,0,0,295,77,39,77,85,130,1,9,0,0,7,38,56,101,7,12,9,9,6,6,6,6,10,43,62,104,10,13,9,12,0,0,0,0,0,-0.26,0.1,0,0,218,7.7,130.0,0.11538461538461539,0.0,False,False,18.0,6.0,0.0,13.0,1.0,0.0,9,2,25.10143721173798,6.974988803259199,3,2,6,0,0,0,0,3,2,0,0,0,2,0
3230,Adriano Martins,Islam Makhachev,2015-10-03,LIGHTWEIGHT,False,KO/TKO,106,1,1,0,0.42,0.26,0.0,0.0,0,0,0,0,0,2,3,7,4,15,0,0,0,0,2,6,2,13,0,0,2,2,1,1,0,0,2,6,4,15,0,0,0,0,1,1,0,0,1,0.15999999999999998,0.0,0,0,-2,7.0,15.0,0.0,0.0,False,False,27.0,7.0,0.0,12.0,0.0,0.0,4,1,5.438207418655155,2.0530491871932823,2,1,2,0,1,1,1,0,1,1,0,0,0,0
3239,Aisling Daly,Ericka Almeida,2015-10-24,STRAWWEIGHT,False,Decision - Unanimous,300,3,0,0,0.56,0.43,0.4,1.0,0,0,0,0,668,180,166,216,57,91,2,5,1,1,43,82,12,32,13,20,6,11,3,3,1,1,2,9,4,7,14,22,12,23,43,74,3,14,0,0.13000000000000006,-0.16666666666666669,0,0,488,36.0,45.5,0.02304147465437788,0.010869565217391304,False,True,15.0,5.0,0.0,7.0,1.0,0.0,2,1,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
3243,Bubba Bush,Garreth McLellan,2015-10-24,MIDDLEWEIGHT,True,KO/TKO,298,3,0,0,0.57,0.72,0.5,0.4,0,1,0,0,358,467,31,41,163,206,3,6,2,5,3,8,87,122,1,1,9,9,4,5,1,2,3,5,3,14,1,1,0,0,4,8,94,119,0,-0.15000000000000002,0.09523809523809523,-1,0,-109,5.857142857142857,34.333333333333336,0.14285714285714285,0.024154589371980676,False,False,8.0,2.0,0.0,,,,1,1,0.6696361230025751,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3242,Darren Elkins,Robert Whiteford,2015-10-24,FEATHERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.3,0.36,0.63,1.0,2,0,0,0,511,51,112,212,41,82,7,11,1,1,36,125,20,59,3,4,1,2,1,1,2,2,10,86,17,56,2,3,4,5,28,41,2,2,0,-0.06,0.08333333333333337,2,0,460,17.666666666666668,41.0,0.051643192488262914,0.012048192771084338,False,False,18.0,5.0,0.0,,,,12,3,11.629352297511165,12.9034730705832,0,2,2,1,0,0,7,1,1,0,1,1,2,1
3241,Cathal Pendred,Tom Breese,2015-10-24,WELTERWEIGHT,True,KO/TKO,277,1,0,1,0.2,0.65,0.0,0.0,0,0,0,0,29,3,8,28,24,36,0,1,0,0,2,17,20,32,2,2,3,3,1,5,0,0,3,22,22,34,2,2,1,1,0,0,0,0,-1,-0.45,0.0,0,0,26,14.0,36.0,0.034482758620689655,0.0,False,False,17.0,4.0,1.0,8.0,0.0,0.0,5,1,17.387217806948993,2.1499567814568783,0,1,0,2,1,0,3,0,1,0,0,0,1,0
3240,Scott Askham,Krzysztof Jotko,2015-10-24,MIDDLEWEIGHT,True,Decision - Split,300,3,0,0,0.32,0.37,0.0,0.66,1,0,0,0,142,245,38,83,107,176,0,1,2,3,7,49,24,83,3,6,9,12,12,12,5,6,15,57,16,72,4,7,6,7,3,3,16,22,0,-0.04999999999999999,-0.5,1,0,-103,41.5,44.0,0.011904761904761904,0.01694915254237288,False,False,13.0,1.0,0.0,15.0,1.0,0.0,2,3,2.184398354242233,1.076658199695485,1,1,1,0,0,0,0,3,0,0,0,1,2,0
3237,Neil Seery,Jon Delos Reyes,2015-10-24,FLYWEIGHT,False,Submission,252,2,0,0,0.4,0.33,0.4,0.75,2,0,1,0,143,154,47,105,26,75,2,5,3,4,32,88,16,64,1,2,7,8,5,5,2,2,32,84,16,63,5,8,8,9,1,3,1,2,0,0.07,-0.26666666666666666,2,1,-11,17.5,15.0,0.04716981132075472,0.05263157894736842,False,False,15.0,11.0,0.0,8.0,4.0,0.0,4,3,1.9326210573014029,2.0421954056803138,0,1,0,0,1,1,2,0,0,1,0,2,2,0
3235,Norman Parke,Reza Madadi,2015-10-24,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,0,0.32,0.34,0.16,0.08,0,0,0,0,267,137,56,154,40,104,1,6,1,12,31,119,27,87,13,23,4,6,3,3,2,2,43,135,24,81,4,10,9,14,0,0,0,0,0,-0.020000000000000018,0.06593406593406592,0,0,130,22.0,8.0,0.03870967741935484,0.11428571428571428,False,False,21.0,4.0,1.0,13.0,3.0,0.0,7,3,17.23686162266173,1.133134660073873,0,1,1,0,0,2,5,0,0,0,0,0,2,2
3234,Paddy Holohan,Louis Smolka,2015-10-24,FLYWEIGHT,True,Submission,249,2,0,0,0.4,0.66,0.44,0.0,0,2,1,2,256,177,31,56,66,97,4,9,0,2,6,27,51,80,8,10,7,8,2,3,1,1,6,24,18,32,1,3,1,1,9,13,40,56,0,-0.26,0.4,-2,-1,79,5.6,32.333333333333336,0.15789473684210525,0.02040816326530612,False,False,12.0,1.0,1.0,12.0,1.0,0.0,4,4,8.332334780657192,9.49833109958395,2,2,0,1,1,1,2,2,0,0,1,0,1,1
3238,Stevie Ray,Mickael Lebout,2015-10-24,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,0,0.32,0.19,1.0,0.0,0,0,0,0,46,47,53,156,29,142,1,1,0,3,26,116,20,124,7,14,1,8,15,20,6,7,46,148,27,136,1,1,0,3,1,1,0,0,0,0.13,0.5,0,0,-1,78.0,35.5,0.006369426751592357,0.02097902097902098,False,False,18.0,5.0,0.0,14.0,4.0,1.0,2,2,14.066624422107479,1.3386885277700427,2,1,2,0,0,0,1,1,0,0,0,0,0,2
3236,Nicolas Dalby,Darren Till,2015-10-24,WELTERWEIGHT,True,Decision - Majority,300,3,0,1,0.49,0.55,0.5,0.0,0,0,0,0,222,43,111,197,49,88,2,4,0,3,68,138,28,62,7,19,13,18,9,13,8,8,29,94,31,61,34,48,11,16,21,28,7,11,-1,-0.06000000000000005,0.4,0,0,179,39.4,22.0,0.020202020202020204,0.033707865168539325,False,False,17.0,,1.0,12.0,0.0,1.0,1,1,0.7309853056953387,2.1499567814568783,1,1,0,1,0,0,1,1,0,0,0,0,1,0
3252,Clay Guida,Thiago Tavares,2015-11-07,FEATHERWEIGHT,True,Submission,39,1,0,0,0.27,0.28,1.0,0.0,0,1,0,0,18,1,3,11,2,7,1,1,0,0,2,10,2,7,0,0,0,0,1,1,0,0,3,11,2,7,0,0,0,0,0,0,0,0,0,-0.010000000000000009,0.5,-1,0,17,5.5,7.0,0.08333333333333333,0.0,False,False,32.0,12.0,0.0,23.0,6.0,1.0,21,16,1.2363901210258756,1.9584423307778422,1,0,1,1,4,5,7,4,1,4,4,0,5,3
3249,Fabio Maldonado,Corey Anderson,2015-11-07,LIGHTHEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.48,0.44,0.0,0.4,0,0,0,0,0,512,49,78,97,185,0,0,6,15,16,37,40,107,10,17,15,22,0,0,5,5,13,36,33,91,13,18,17,29,0,0,10,14,0,0.03999999999999998,-0.375,0,0,-512,78.0,11.5625,0.0,0.08064516129032258,False,False,22.0,8.0,0.0,7.0,1.0,0.0,10,4,3.7085806294181527,8.549753645749803,0,1,2,1,0,0,3,3,2,1,0,0,4,0
3256,Yan Cabral,Johnny Case,2015-11-07,LIGHTWEIGHT,True,Decision - Unanimous,300,3,0,1,0.47,0.46,0.5,0.0,0,0,0,2,312,140,41,79,90,177,3,6,0,0,21,53,46,117,2,4,16,27,8,8,12,15,30,62,52,131,1,3,8,10,0,0,14,18,-1,0.009999999999999953,0.42857142857142855,0,-2,172,11.285714285714286,177.0,0.075,0.0,False,False,12.0,1.0,0.0,21.0,4.0,0.0,3,3,1.7504303084942583,18.9554789641023,1,3,0,1,1,1,1,2,0,0,0,0,2,0
3255,Pedro Munhoz,Jimmie Rivera,2015-11-07,BANTAMWEIGHT,True,Decision - Split,300,3,0,0,0.36,0.41,0.0,0.0,0,0,0,0,9,9,67,184,98,235,0,7,0,3,31,120,69,189,14,36,17,34,21,27,10,10,64,181,94,228,2,2,2,5,0,0,0,0,0,-0.04999999999999999,0.0,0,0,0,23.0,58.75,0.03783783783783784,0.012711864406779662,False,False,11.0,0.0,0.0,17.0,1.0,0.0,3,1,0.0,2.2311475462834043,0,1,1,1,0,0,0,1,0,0,0,0,2,0
3254,Viscardi Andrade,Gasan Umalatov,2015-11-07,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.42,0.37,0.0,0.0,0,0,0,0,2,41,80,186,40,107,0,2,0,1,38,128,28,87,28,40,5,9,12,15,5,6,55,153,34,91,23,30,4,10,0,0,0,1,0,0.04999999999999999,0.0,0,0,-39,62.0,53.5,0.0106951871657754,0.009259259259259259,False,False,17.0,7.0,0.0,15.0,4.0,1.0,2,3,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,3
3251,Bruno Korea,Matheus Nicolau,2015-11-07,BANTAMWEIGHT,True,Submission,207,3,1,2,0.34,0.59,0.0,0.75,0,3,0,0,0,397,49,103,81,120,0,0,3,4,16,65,31,59,7,10,8,10,4,4,7,8,17,62,33,56,1,2,1,1,9,15,12,20,-1,-0.24999999999999994,-0.6,-3,0,-397,103.0,24.0,0.0,0.03305785123966942,False,False,4.0,2.0,0.0,12.0,2.0,1.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3245,Glover Teixeira,Patrick Cummins,2015-11-07,LIGHTHEAVYWEIGHT,False,KO/TKO,72,2,0,0,0.52,0.36,0.0,0.66,0,0,0,0,14,84,59,107,38,95,0,1,4,6,51,98,23,80,3,4,7,7,0,0,3,3,50,96,22,73,4,6,11,17,0,0,0,0,0,0.16000000000000003,-0.5714285714285714,0,0,-70,53.5,13.571428571428571,0.009259259259259259,0.0625,False,False,23.0,4.0,0.0,8.0,2.0,0.0,8,6,31.48778086892449,13.501200897901485,1,1,3,2,3,0,1,2,0,3,0,0,2,0
3247,Alex Oliveira,Piotr Hallmann,2015-11-07,LIGHTWEIGHT,False,KO/TKO,51,3,1,0,0.38,0.5,0.0,0.5,0,0,0,0,180,210,54,121,79,117,0,4,1,2,32,95,26,53,7,11,5,9,3,3,5,9,24,68,19,45,16,37,13,22,2,4,4,4,1,-0.12,-0.3333333333333333,0,0,-30,24.2,39.0,0.03278688524590164,0.01694915254237288,False,False,13.0,2.0,1.0,15.0,3.0,0.0,3,5,9.031886690765926,0.0,2,0,1,0,1,2,1,0,0,2,1,0,0,2
3248,Gilbert Burns,Rashid Magomedov,2015-11-07,LIGHTWEIGHT,True,Decision - Unanimous,300,3,0,2,0.36,0.55,0.4,1.0,0,0,0,0,125,69,29,78,94,160,2,5,2,2,14,55,59,112,5,11,14,26,9,11,7,7,27,70,68,129,1,5,6,7,0,2,6,9,-2,-0.19000000000000006,-0.3333333333333333,0,0,56,13.0,53.333333333333336,0.06329113924050633,0.012422360248447204,False,False,10.0,0.0,0.0,18.0,1.0,0.0,3,3,20.8742334453903,18.883822832755964,3,3,0,1,2,0,1,3,0,0,0,0,1,0
3246,Thomas Almeida,Anthony Birchak,2015-11-07,BANTAMWEIGHT,False,KO/TKO,264,1,1,0,0.48,0.29,0.0,0.0,0,0,0,0,5,22,26,52,27,91,0,0,0,5,19,44,16,71,4,5,3,10,1,1,8,10,18,43,24,84,6,7,3,7,0,0,0,0,1,0.19,0.0,0,0,-17,52.0,15.166666666666666,0.0,0.05434782608695652,False,False,20.0,0.0,0.0,15.0,5.0,0.0,3,2,24.01679512897236,2.1613787951014243,3,1,3,1,0,0,1,0,0,1,0,1,0,0
3253,Edimilson Souza,Chas Skelly,2015-11-07,FEATHERWEIGHT,True,Submission,116,2,1,0,0.54,0.38,0.0,0.66,0,2,0,0,128,167,24,40,11,24,0,0,2,3,17,33,7,15,2,2,0,3,0,0,0,0,6,14,0,11,0,0,1,1,13,21,6,6,1,0.16000000000000003,-0.5,-2,0,-39,40.0,6.0,0.0,0.12,False,False,,,,14.0,0.0,0.0,3,4,20.6958359024706,18.42257884329439,3,3,2,1,0,2,1,1,0,0,1,0,0,1
3250,Gleison Tibau,Abel Trujillo,2015-11-07,LIGHTWEIGHT,True,DQ,105,1,0,0,0.6,1.0,0.66,0.0,1,0,0,0,87,2,6,8,5,5,2,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,-0.4,0.5,1,0,85,2.0,5.0,0.3333333333333333,0.0,False,False,40.0,11.0,0.0,12.0,6.0,0.0,25,6,10.584424939022382,7.483865988388414,0,0,1,3,4,0,11,0,2,0,2,1,5,1
3244,Vitor Belfort,Dan Henderson,2015-11-07,MIDDLEWEIGHT,False,KO/TKO,127,1,1,0,0.54,1.0,0.0,0.0,0,0,0,0,7,0,6,11,3,3,0,0,0,0,5,10,0,0,1,1,0,0,0,0,3,3,1,1,3,3,2,3,0,0,3,7,0,0,1,-0.45999999999999996,0.0,0,0,7,11.0,3.0,0.0,0.0,False,False,24.0,10.0,0.0,31.0,13.0,0.0,14,13,23.192317728301873,2.1613787951014243,0,1,8,3,1,0,0,3,3,3,1,2,2,3
3269,Anthony Perosh,Gian Villante,2015-11-14,LIGHTHEAVYWEIGHT,True,KO/TKO,176,1,0,1,0.18,0.55,0.0,0.0,0,0,0,0,0,1,7,33,19,34,0,0,0,0,6,30,12,26,0,2,5,6,0,0,2,2,6,30,17,31,0,2,2,3,0,0,0,0,-1,-0.37000000000000005,0.0,0,0,-1,33.0,34.0,0.0,0.0,False,False,15.0,9.0,0.0,13.0,6.0,0.0,11,6,6.8813901372836614,3.422275458371452,0,0,2,3,3,0,0,1,5,1,0,0,2,2
3268,Ben Nguyen,Ryan Benoit,2015-11-14,FLYWEIGHT,False,Submission,155,1,0,0,0.61,0.16,0.0,0.0,2,0,0,0,138,0,20,37,1,6,0,0,0,1,8,15,1,6,2,2,0,0,1,1,0,0,5,9,1,6,1,1,0,0,5,8,0,0,0,0.44999999999999996,0.0,2,0,138,37.0,3.0,0.0,0.14285714285714285,False,False,14.0,5.0,0.0,8.0,3.0,0.0,1,2,2.116038435658593,2.0280906226414532,1,1,1,1,1,0,0,0,0,0,0,2,0,0
3267,James Moontasri,Anton Zafir,2015-11-14,WELTERWEIGHT,False,KO/TKO,276,1,1,0,0.52,0.68,0.0,0.33,0,0,0,0,3,170,13,23,31,40,0,0,1,3,5,14,8,14,3,4,6,8,3,3,3,3,8,11,5,11,1,2,5,7,2,8,7,7,1,-0.16000000000000003,-0.25,0,0,-167,23.0,10.0,0.0,0.07317073170731707,False,False,8.0,3.0,0.0,7.0,1.0,0.0,3,0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
3266,Richard Walsh,Steve Kennedy,2015-11-14,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.54,0.37,0.0,0.37,0,0,0,0,268,263,132,214,61,128,0,0,3,8,58,127,31,92,13,19,3,6,22,24,4,4,49,110,33,92,11,19,0,2,33,41,5,8,0,0.17000000000000004,-0.3333333333333333,0,0,5,214.0,14.222222222222221,0.0,0.06201550387596899,False,False,,,,,,,3,1,0.0,0.0,0,0,0,0,0,0,2,0,1,0,0,1,1,1
3265,Daniel Kelly,Steve Montgomery,2015-11-14,MIDDLEWEIGHT,False,Decision - Unanimous,300,3,0,0,0.52,0.4,0.38,0.0,0,0,0,0,473,2,115,176,89,204,5,13,0,0,56,114,50,159,5,5,24,28,2,2,3,4,30,77,50,160,10,12,25,28,23,32,2,3,0,0.12,0.35714285714285715,0,0,471,12.571428571428571,204.0,0.07344632768361582,0.0,False,False,9.0,1.0,0.0,8.0,3.0,0.0,3,1,0.0,0.0,0,0,0,0,1,0,2,0,1,1,0,0,0,1
3264,Richie Vaculik,Danny Martinez,2015-11-14,FLYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.4,0.31,1.0,0.75,0,0,0,1,44,468,82,176,90,213,3,3,9,12,42,130,38,146,6,11,16,25,15,15,0,0,54,145,41,153,4,6,3,3,5,5,10,15,0,0.09000000000000002,0.05769230769230771,0,-1,-424,44.0,16.384615384615383,0.01694915254237288,0.056074766355140186,False,False,10.0,4.0,0.0,17.0,7.0,0.0,3,3,0.0,0.0,0,0,0,0,0,0,1,1,2,0,0,0,1,3
3263,Kyle Noke,Peter Sobotta,2015-11-14,WELTERWEIGHT,False,KO/TKO,121,1,1,0,0.53,0.33,0.0,0.0,0,0,0,0,0,14,24,44,2,6,0,0,0,0,13,30,2,5,2,4,0,1,8,9,0,0,11,21,2,6,0,0,0,0,12,22,0,0,1,0.2,0.0,0,0,-14,44.0,6.0,0.0,0.0,False,False,21.0,7.0,1.0,15.0,3.0,1.0,8,5,5.472693011290117,12.230695337517192,1,2,3,0,2,1,1,1,0,1,1,0,2,3
3262,Jake Matthews,Akbarh Arreola,2015-11-14,LIGHTWEIGHT,False,TKO - Doctor's Stoppage,300,2,0,1,0.63,0.51,0.33,0.0,0,0,0,0,339,119,96,136,33,55,1,3,0,0,54,88,17,33,4,5,1,4,4,5,3,4,8,19,9,21,3,4,0,1,51,75,12,19,-1,0.12,0.25,0,0,220,34.0,55.0,0.021897810218978103,0.0,False,False,9.0,1.0,0.0,23.0,8.0,1.0,3,3,1.149280291773282,0.0,0,0,1,0,2,1,0,0,0,1,1,0,0,2
3261,Uriah Hall,Robert Whittaker,2015-11-14,MIDDLEWEIGHT,True,Decision - Unanimous,300,3,0,0,0.47,0.46,0.0,0.5,0,0,1,0,50,283,58,107,108,186,0,1,1,2,17,58,39,107,10,15,6,11,18,21,22,26,40,87,43,110,4,5,12,17,1,2,12,17,0,0.009999999999999953,-0.3333333333333333,0,1,-233,53.5,62.0,0.009259259259259259,0.0106951871657754,False,False,13.0,5.0,0.0,15.0,4.0,0.0,8,7,31.47816787303018,25.01945737731288,2,3,4,3,0,0,1,3,0,1,0,0,4,1
3260,Mark Hunt,Antonio Silva,2015-11-14,HEAVYWEIGHT,False,KO/TKO,221,1,1,0,0.66,0.52,0.0,0.0,0,0,0,0,2,0,13,19,9,17,0,0,0,0,7,13,2,6,2,2,2,5,3,3,5,6,10,15,9,17,0,1,0,0,2,2,0,0,1,0.14,0.0,0,0,2,19.0,17.0,0.0,0.0,False,False,9.0,10.0,1.0,19.0,7.0,0.0,10,8,4.12496492890323,2.254881764742904,0,1,5,3,0,0,1,1,3,5,1,0,1,0
3259,Joanna Jedrzejczyk,Valerie Letourneau,2015-11-14,STRAWWEIGHT,False,Decision - Unanimous,300,5,0,0,0.49,0.32,0.0,0.2,0,0,0,0,186,36,227,448,120,341,0,0,1,5,97,289,72,275,53,67,20,32,70,85,11,14,203,414,91,303,17,27,7,13,0,0,5,5,0,0.16999999999999998,-0.16666666666666666,0,0,150,448.0,56.833333333333336,0.0,0.014619883040935672,True,True,,,,8.0,3.0,0.0,4,3,68.03287899181716,15.219442291414644,4,3,2,0,0,0,3,3,0,0,0,0,0,1
3258,Ronda Rousey,Holly Holm,2015-11-14,BANTAMWEIGHT,True,KO/TKO,59,2,0,1,0.26,0.71,0.0,1.0,0,0,0,0,4,15,21,69,38,53,0,1,1,1,13,59,29,44,4,6,4,4,0,0,5,5,13,59,31,45,4,6,4,4,0,0,3,4,-1,-0.44999999999999996,-0.5,0,0,-11,34.5,26.5,0.014285714285714285,0.018518518518518517,True,True,12.0,0.0,0.0,9.0,,0.0,6,2,112.31813933492728,8.362285398031169,6,2,3,1,3,0,0,2,1,0,0,0,0,0
3257,Stefan Struve,Jared Rosholt,2015-11-14,HEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.56,0.43,1.0,0.57,0,0,0,0,19,403,34,59,38,59,1,1,4,7,23,41,6,23,7,14,2,5,3,3,8,9,21,42,11,27,1,2,0,1,11,14,5,9,0,0.13000000000000006,0.0,0,0,-384,29.5,7.375,0.016666666666666666,0.11666666666666667,False,False,30.0,7.0,0.0,13.0,2.0,0.0,15,6,17.156386269968532,20.185849360425713,1,2,4,1,4,0,2,5,5,1,0,0,1,0
3282,Hector Urbina,Bartosz Fabinski,2015-11-21,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.4,0.64,0.0,0.54,3,0,0,0,19,813,16,31,89,118,0,0,6,11,9,24,23,37,1,1,2,2,0,0,0,0,2,14,10,16,7,9,2,4,1,2,13,19,0,-0.24,-0.5,3,0,-794,31.0,9.833333333333334,0.0,0.09243697478991597,False,False,25.0,8.0,0.0,13.0,2.0,0.0,1,1,1.77863960147828,1.2429689383669578,1,1,0,0,1,0,0,2,0,0,0,0,1,0
3275,Erik Perez,Taylor Lapilus,2015-11-21,BANTAMWEIGHT,False,Decision - Unanimous,300,3,0,1,0.33,0.25,0.5,0.0,0,1,0,0,0,431,109,172,23,82,1,2,0,1,17,69,12,65,14,21,4,5,0,2,4,8,17,73,18,76,2,4,2,2,12,15,0,0,-1,0.08000000000000002,0.3333333333333333,-1,0,-431,57.333333333333336,41.0,0.011560693641618497,0.012048192771084338,False,False,13.0,6.0,0.0,17.0,2.0,0.0,6,2,7.054403267473971,12.922908352337757,0,2,2,1,1,0,2,1,0,0,1,0,1,1
3279,Vernon Ramos Ho,Alvaro Herrera Mendoza,2015-11-21,WELTERWEIGHT,True,KO/TKO,30,1,0,1,0.25,0.44,0.0,0.0,0,0,0,0,0,1,2,8,4,9,0,0,0,0,0,3,4,9,0,1,0,0,2,4,0,0,2,8,3,8,0,0,0,0,0,0,1,1,-1,-0.19,0.0,0,0,-1,8.0,9.0,0.0,0.0,False,False,,,,,,,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3278,Gabriel Benitez,Andre Fili,2015-11-21,FEATHERWEIGHT,True,KO/TKO,193,1,0,1,0.42,0.38,0.0,1.0,0,0,0,0,0,7,11,26,16,42,0,0,1,1,3,16,10,34,2,2,4,4,6,8,2,4,11,25,15,41,0,1,1,1,0,0,0,0,-1,0.03999999999999998,-0.5,0,0,-7,26.0,21.0,0.0,0.023255813953488372,False,False,18.0,5.0,0.0,14.0,2.0,0.0,2,4,8.806138578471918,0.0,2,0,0,2,1,0,1,1,1,0,0,2,0,0
3277,Alejandro Perez,Scott Jorgensen,2015-11-21,BANTAMWEIGHT,False,KO/TKO,266,2,0,0,0.42,0.29,0.0,0.33,0,0,0,0,15,48,42,94,11,37,0,0,2,6,19,59,7,30,6,9,1,3,14,23,3,4,31,78,10,34,2,4,0,2,6,9,1,1,0,0.13,-0.2857142857142857,0,0,-33,94.0,5.285714285714286,0.0,0.15789473684210525,False,False,,,,15.0,11.0,0.0,2,11,0.0,0.0,0,0,1,1,0,1,1,2,0,2,1,3,0,3
